STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30217,E,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30218,W,King Drive (Harlem-bound),King Drive,King Drive (Green Line),41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30117,E,Kostner (Loop-bound),Kostner,Kostner (Pink Line),40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30290,S,Lake (95th-bound),Lake,Lake (Red Line),41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30289,N,Lake (Howard-bound),Lake,Lake (Red Line),41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30135,E,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30262,W,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,false,false,false,false,true,false,false,false,false,false,"(41.8768, -87.631739)"
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,false,false,false,false,false,false,true,false,true,true,"(41.8768, -87.631739)"
30149,N,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30150,S,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30204,S,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30198,S,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30252,S,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30052,N,Main (Linden-bound),Main,Main (Purple Line),40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30053,S,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30090,N,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30182,S,Midway (Arrival),Midway,Midway (Orange Line),40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30211,N,Monroe (Howard-bound),Monroe,Monroe (Red Line),41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30212,S,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30154,S,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30287,N,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30296,W,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30021,S,Morse (95th-bound),Morse,Morse (Red Line),40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30126,S,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30079,S,Noyes (Howard-Loop-bound),Noyes,Noyes (Purple Line),40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30078,N,Noyes (Linden-bound),Noyes,Noyes (Purple Line),40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30263,E,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30035,W,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30264,W,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30298,S,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30297,N,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30172,S,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
30171,N,O'Hare (Terminal Arrival),O'Hare,O'Hare (Blue Line),40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30253,N,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30200,W,Polk (54th/Cermak-bound),Polk,Polk (Pink Line),41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30199,E,Polk (Loop-bound),Polk,Polk (Pink Line),41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30028,E,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30185,N,Pulaski (Loop-bound),Pulaski,Pulaski (Orange Line),40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30186,S,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30029,W,Pulaski (54th/Cermak-bound),Pulaski,Pulaski (Pink Line),40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30180,W,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30005,E,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30006,W,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30007,N,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,false,false,false,false,false,false,true,false,true,true,"(41.878723, -87.63374)"
30008,S,Quincy/Wells (Outer Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,false,false,false,false,true,false,false,false,false,false,"(41.878723, -87.63374)"
30093,W,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30092,E,Racine (O'Hare-bound),Racine,Racine (Blue Line),40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30120,W,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30196,S,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30195,N,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30081,S,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30269,N,Roosevelt (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30270,S,Roosevelt (95th-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30159,N,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30155,N,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30156,S,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30016,N,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30293,N,Sheridan (Howard-Linden-bound),Sheridan,Sheridan (Red Line),40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30294,S,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30163,N,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30164,S,South Blvd (Howard-Loop-bound),South Boulevard,South Boulevard (Purple Line),40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30070,N,Southport (Kimball-bound),Southport,Southport (Brown Line),40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30036,N,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30037,S,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30051,W,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,false,false,false,true,true,false,false,false,false,false,"(41.88574, -87.627835)"
30050,E,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,false,false,false,true,false,false,true,false,true,true,"(41.88574, -87.627835)"
30170,S,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30169,N,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30068,E,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30073,S,Washington (Forest Pk-bound),Washington,Washington (Blue Line),40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30072,N,Washington (O'Hare-bound),Washington,Washington (Blue Line),40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30383,N,Washington/Wabash (Outer Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,true,false,false,true,true,false,false,false,false,false,"(41.88322, -87.626189)"
30384,S,Washington/Wabash (Inner Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,true,false,false,true,false,false,true,false,true,true,"(41.88322, -87.626189)"
30141,N,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,true,false,false,false,false,false,true,false,true,true,"(41.882695, -87.63378)"
30142,S,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,true,false,false,false,true,false,false,false,false,false,"(41.882695, -87.63378)"
30231,N,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30232,S,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30129,N,Western (O'Hare Branch) (O'Hare-bound),Western,Western (Blue Line - O'Hare Branch),40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30283,N,Western (Kimball-bound),Western,Western (Brown Line),41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30143,E,Western (Loop-bound),Western,Western (Pink Line),40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30144,W,Western (54th/Cermak-bound),Western,Western (Pink Line),40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30061,S,Western (Midway-bound),Western,Western (Orange Line),40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30060,N,Western (Loop-bound),Western,Western (Orange Line),40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30130,S,Western (O'Hare Branch) (Forest Pk-bound),Western,Western (Blue Line - O'Hare Branch),40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30042,E,Western (Forest Pk Branch) (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30043,W,Western (Forest Pk Branch) (Forest Pk-bound),Western,Western (Blue Line - Forest Park Branch),40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30106,S,Wilson (95th-bound),Wilson,Wilson (Red & Purple Lines),40540,true,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
30105,N,Wilson (Howard-bound),Wilson,Wilson (Red & Purple Lines),40540,true,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
30385,S,Wilson (Loop-bound),Wilson,Wilson (Red & Purple Lines),40540,true,false,false,false,false,false,true,false,false,false,"(41.964273, -87.657588)"
30386,N,Wilson (Linden-bound),Wilson,Wilson (Red & Purple Lines),40540,true,false,false,false,false,false,true,false,false,false,"(41.964273, -87.657588)"
30033,W,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink Lines),40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
